srtm,slope,aspect,pre_05,evap_07,pre_01,point_x,point_y,vegetation_real,vegetation_predicted,prognosis_res
1033.0,20.3476391,297.4287415,0.0049196720930232,-0.0031569360465116,0.0013730779069767,87.2829618393,51.5107897178,1.0,1.0,TP
1236.0,14.1295033,331.3138428,0.0049196720930232,-0.0031569360465116,0.0013730779069767,87.39655719149998,51.5242154811,1.0,1.0,TP
1209.0,33.559391,63.1130638,0.0049196720930232,-0.0031569360465116,0.0013730779069767,87.6239662704,51.5507084048,1.0,1.0,TP
956.0,16.416441,8.1301012,0.0054348104651162,-0.0033549058139534,0.0016698604651162,88.3167597111,52.0099942172,1.0,1.0,TP
884.0,18.608469,139.0141754,0.0051267337209302,-0.0033014872093023,0.0015728418604651,88.56184923339998,52.036042151,1.0,1.0,TP
937.0,32.6902313,284.6678162,0.0051267337209302,-0.0033014872093023,0.0015728418604651,88.5956502858,52.0214334147,1.0,1.0,TP
923.0,22.2243538,78.2317123,0.0041314476744186,-0.0032217046511627,0.0012832872093023,89.0311715773,52.0571020742,1.0,1.0,TP
860.0,2.1343,153.4349518,0.0041314476744186,-0.0032217046511627,0.0012832872093023,88.93244441209998,52.0380488722,1.0,1.0,TP
976.0,10.4776821,75.6506653,0.0041314476744186,-0.0032217046511627,0.0012832872093023,88.949282596,52.0306890062,1.0,1.0,TP
1266.0,18.6825752,22.4569378,0.0041314476744186,-0.0032217046511627,0.0012832872093023,88.98294085829998,52.0159611775,1.0,1.0,TP
1305.0,21.5963974,0.6030904,0.0051267337209302,-0.0033014872093023,0.0015728418604651,88.6969092181,51.9775420494,1.0,1.0,TP
1427.0,18.640276,334.3845215,0.0041314476744186,-0.0032217046511627,0.0012832872093023,89.09583175129998,51.9819905028,1.0,1.0,TP
1121.0,13.5236034,14.0362425,0.0054111720930232,-0.0030840302325581,0.0016147895348837,88.3560613729,51.7688835106,1.0,1.0,TP
1843.0,7.2106686,162.7585449,0.0021366941860465,-0.0032364220930232,0.0004937523255813,91.6785236111,52.0648879845,1.0,0.0,FN
458.0,5.0623069,311.1859131,0.0036083453488372,-0.0035609802325581,0.001277865116279,86.9377194303,52.2263948739,1.0,1.0,TP
655.0,9.1369457,53.4269676,0.0036083453488372,-0.0035609802325581,0.001277865116279,87.17383750429998,52.1906385155,1.0,1.0,TP
514.0,18.0013924,40.8403587,0.0036083453488372,-0.0035609802325581,0.001277865116279,86.86245952449998,52.1352897232,1.0,1.0,TP
409.0,17.0357418,315.0,0.0036083453488372,-0.0035609802325581,0.001277865116279,87.18498162519998,52.1555103778,1.0,1.0,TP
381.0,1.6876049,315.0,0.0037418860465116,-0.0036511186046511,0.0014452616279069,87.37127155739998,52.6595619798,1.0,1.0,TP
418.0,4.7636418,306.8699036,0.0037418860465116,-0.0036511186046511,0.0014452616279069,87.42968843689998,52.6662261909,1.0,1.0,TP
487.0,16.0511246,79.9920197,0.0037418860465116,-0.0036511186046511,0.0014452616279069,87.5374502194,52.6602518177,1.0,1.0,TP
615.0,6.1373796,324.4623108,0.0038861093023255,-0.0036225639534883,0.0014846686046511,87.7821054397,52.651227456,1.0,0.0,FN
647.0,8.478713,296.5650635,0.0037418860465116,-0.0036511186046511,0.0014452616279069,87.3761073765,52.5964442462,1.0,0.0,FN
448.0,7.6675773,338.1985779,0.0037418860465116,-0.0036511186046511,0.0014452616279069,87.5538795817,52.6075572387,1.0,1.0,TP
480.0,13.8627357,348.3106384,0.003431676744186,-0.0036157023255813,0.0013634511627906,87.2387789434,52.5533261073,1.0,1.0,TP
673.0,2.5695028,111.8014069,0.0038861093023255,-0.0036225639534883,0.0014846686046511,87.8950990972,52.6273316485,1.0,0.0,FN
596.0,9.7480326,129.0938568,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.26074179549998,52.6667692002,1.0,1.0,TP
564.0,14.365036,248.0254974,0.0038861093023255,-0.0036225639534883,0.0014846686046511,87.9415904078,52.623335429,1.0,0.0,FN
563.0,16.0798302,85.8553772,0.0037418860465116,-0.0036511186046511,0.0014452616279069,87.41004393299998,52.5366521593,1.0,1.0,TP
694.0,3.4717412,285.9454041,0.0037418860465116,-0.0036511186046511,0.0014452616279069,87.3691415965,52.5228677959,1.0,1.0,TP
521.0,6.6963468,27.474432,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.0836286392,52.6024346319,1.0,1.0,TP
694.0,3.8140748,180.0,0.0038861093023255,-0.0036225639534883,0.0014846686046511,87.7958331432,52.5073666475,1.0,0.0,FN
602.0,16.4195461,303.4653931,0.0038861093023255,-0.0036225639534883,0.0014846686046511,87.81039791329998,52.5089805858,1.0,0.0,FN
727.0,8.1112795,142.1250153,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.2770757053,52.5596161064,1.0,1.0,TP
681.0,8.7103548,45.0,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.28222221439998,52.5420131947,1.0,1.0,TP
744.0,12.1060734,277.8152771,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.0540758403,52.4993566297,1.0,1.0,TP
700.0,16.5555115,354.3693237,0.0037418860465116,-0.0036511186046511,0.0014452616279069,87.5438761594,52.3972668649,1.0,1.0,TP
644.0,9.7029266,136.9749298,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.02349279429998,52.4506207189,1.0,1.0,TP
687.0,4.2626929,26.5650501,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.2273428938,52.4726273161,1.0,1.0,TP
839.0,19.5136738,267.9786377,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.12799070149998,52.4528712171,1.0,1.0,TP
859.0,17.0979233,24.8293457,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.21535700059998,52.4622663311,1.0,1.0,TP
806.0,16.4938793,13.8406944,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.22992197569998,52.4638254873,1.0,1.0,TP
697.0,13.6557856,120.9637604,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.0287353569,52.4330255403,1.0,1.0,TP
672.0,20.1482563,15.1409836,0.0039458569767441,-0.0035748069767441,0.0014151279069767,87.56654505519998,52.3725516523,1.0,1.0,TP
716.0,16.3604069,276.5198059,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.29332338019998,52.4524361767,1.0,1.0,TP
812.0,12.0883245,322.9071655,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.2984492675,52.4348284782,1.0,1.0,TP
671.0,22.3096561,327.4395752,0.0039458569767441,-0.0035748069767441,0.0014151279069767,87.5167068075,52.3395942483,1.0,1.0,TP
412.0,6.0172849,161.5650482,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.7632565346,52.3674033417,1.0,1.0,TP
777.0,0.3376147,135.0,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.0828155436,52.4025740727,1.0,1.0,TP
713.0,9.7367773,209.0546112,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.1581098972,52.4016372554,1.0,1.0,TP
526.0,15.0561705,73.810791,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.87017623699998,52.3611037884,1.0,1.0,TP
704.0,5.7204332,196.9275208,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.1170921626,52.3881245755,1.0,1.0,TP
662.0,15.9131031,116.9395294,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.1316268062,52.3896968581,1.0,1.0,TP
453.0,12.6255465,18.434948,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.7857755265,52.3426418458,1.0,1.0,TP
595.0,11.0826445,299.2913513,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.82929532139998,52.3474836241,1.0,1.0,TP
460.0,19.8319111,310.3140869,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.9308816331,52.3587144202,1.0,1.0,TP
654.0,16.0543156,2.4895523,0.0040364337209302,-0.0035291453488372,0.0014720023255813,88.0034774929,52.3666792267,1.0,1.0,TP
515.0,20.0643902,332.8503113,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.9335175747,52.3499173961,1.0,1.0,TP
705.0,7.8255258,284.0362549,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.9480314394,52.3515138565,1.0,1.0,TP
617.0,25.4060097,236.4493408,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.1684614322,52.3664296445,1.0,1.0,TP
579.0,12.6255465,136.507431,0.0040364337209302,-0.0035291453488372,0.0014720023255813,88.01133640099998,52.3402827574,1.0,1.0,TP
565.0,8.4394503,231.8427734,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.02584987109998,52.3418690588,1.0,1.0,TP
472.0,14.6211443,63.434948,0.0039458569767441,-0.0035748069767441,0.0014151279069767,87.333259399,52.2547954235,1.0,1.0,TP
573.0,20.9780178,268.7546387,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.089118314,52.3305932855,1.0,1.0,TP
567.0,14.9070158,309.9203796,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.19331178529998,52.3327827817,1.0,1.0,TP
415.0,9.4623222,306.8699036,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.7899318693,52.2794644565,1.0,1.0,TP
692.0,12.5363884,12.9946165,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.9348147796,52.2955339365,1.0,1.0,TP
666.0,20.368845,224.0906219,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.13784135999998,52.3177113133,1.0,1.0,TP
742.0,11.1411619,353.9275513,0.0040364337209302,-0.0035291453488372,0.0014720023255813,88.0125295321,52.2858972868,1.0,1.0,TP
697.0,17.3873329,295.2011108,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.15752172019998,52.3016749003,1.0,1.0,TP
614.0,13.4057236,233.5307617,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.230059735,52.3094922373,1.0,1.0,TP
789.0,12.7767506,110.4328308,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.1891108642,52.2960034869,1.0,1.0,TP
707.0,16.4938793,256.1593018,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.24713581,52.302244687,1.0,1.0,TP
734.0,21.1735363,121.8093872,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.07571485869998,52.274627776,1.0,1.0,TP
684.0,22.564846,333.178009,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.0902074666,52.2762058699,1.0,1.0,TP
485.0,10.7444162,340.7693176,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.90716132689998,52.2379453299,1.0,1.0,TP
659.0,9.1369457,106.5570679,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.10988652669998,52.2601764833,1.0,1.0,TP
595.0,19.9848843,18.0197678,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.1678484018,52.266459721,1.0,1.0,TP
684.0,13.9158087,317.7263184,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.2548245799,52.2758274295,1.0,1.0,TP
635.0,13.1663208,355.9143677,0.0039458569767441,-0.0035748069767441,0.0014151279069767,87.4473593579,52.1769443478,1.0,1.0,TP
537.0,8.5889254,65.5560455,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.8953256984,52.2275446714,1.0,1.0,TP
724.0,12.260148,327.5288086,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.1585189726,52.2472834216,1.0,1.0,TP
641.0,11.0237856,41.5317688,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.17300506169998,52.2488507582,1.0,1.0,TP
538.0,4.7872906,354.2893982,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.79938662009998,52.1986850436,1.0,1.0,TP
538.0,6.3969197,41.9872131,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.9295216903,52.2131476937,1.0,1.0,TP
539.0,11.9272518,284.8586121,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.97292045739998,52.2179343777,1.0,1.0,TP
993.0,19.3102875,267.2736816,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.2769942141,52.250961818,1.0,1.0,TP
685.0,11.1751413,27.6459751,0.0039458569767441,-0.0035748069767441,0.0014151279069767,87.4843898245,52.1538948993,1.0,1.0,TP
665.0,9.5202026,116.5650482,0.0040364337209302,-0.0035291453488372,0.0014720023255813,88.0189381408,52.2139023023,1.0,1.0,TP
827.0,16.7538891,94.7636414,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.2965877145,52.2348983767,1.0,1.0,TP
651.0,18.0262909,320.1944275,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.86777381109998,52.1699376636,1.0,1.0,TP
938.0,10.160408,271.3322144,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.89666980789998,52.1731471717,1.0,1.0,TP
822.0,10.6835079,59.470295,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.95447537859998,52.1795434055,1.0,1.0,TP
1004.0,5.6412201,117.6459732,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.2872050884,52.2157316556,1.0,1.0,TP
563.0,7.7254052,317.489563,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.76933197779998,52.1498476824,1.0,1.0,TP
1041.0,19.8514233,18.853159,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.9426446188,52.1691464907,1.0,1.0,TP
529.0,7.4540095,37.2348328,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.7746452547,52.1322531262,1.0,1.0,TP
771.0,14.6567936,22.4794331,0.0040364337209302,-0.0035291453488372,0.0014720023255813,87.94392397939998,52.1147414631,1.0,1.0,TP
995.0,11.009016,316.7357178,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.2327549128,52.1462993204,1.0,1.0,TP
653.0,15.3324594,306.3474426,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.7879084951,52.0882626365,1.0,1.0,TP
484.0,3.109633,274.3987122,0.0051312337209302,-0.0034368499999999,0.0016032209302325,87.76173609,52.0762258743,1.0,0.0,FN
677.0,11.3290443,163.0724945,0.0047681476744186,-0.0035235255813953,0.0015988802325581,88.02389390419998,52.0962906825,1.0,1.0,TP
622.0,8.0770006,310.2363586,0.0042855720930232,-0.0035130046511627,0.0015513965116279,88.4683513937,52.6795262768,1.0,1.0,TP
640.0,11.0826445,91.2188721,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.37349227939998,52.6423906792,1.0,1.0,TP
677.0,5.8851295,165.9637604,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.3881282391,52.6439285163,1.0,1.0,TP
662.0,17.8314762,343.4429321,0.0042855720930232,-0.0035130046511627,0.0015513965116279,88.51990183789998,52.6576824977,1.0,1.0,TP
616.0,6.4579549,353.6598206,0.0042855720930232,-0.0035130046511627,0.0015513965116279,88.53707292459998,52.6503957328,1.0,1.0,TP
704.0,8.7103548,67.6198654,0.0042855720930232,-0.0035130046511627,0.0015513965116279,88.7715247532,52.6744266165,1.0,1.0,TP
681.0,10.3730974,41.3086128,0.0040377220930232,-0.0034501313953488,0.0014383662790697,88.81797937999998,52.6700662265,1.0,1.0,TP
772.0,13.3622007,181.0050812,0.0041084988372093,-0.0035478325581395,0.001519976744186,88.3372898061,52.6113616845,1.0,1.0,TP
877.0,8.9356318,327.9946289,0.0042855720930232,-0.0035130046511627,0.0015513965116279,88.49820777499998,52.6282254957,1.0,1.0,TP
558.0,2.4563947,119.0546036,0.0042855720930232,-0.0035130046511627,0.0015513965116279,88.5567565674,52.6343001089,1.0,0.0,FN
946.0,19.8099289,48.7517281,0.0040377220930232,-0.0034501313953488,0.0014383662790697,89.0110989315,52.6803336531,1.0,1.0,TP
750.0,7.1796455,325.7843018,0.0040377220930232,-0.0034501313953488,0.0014383662790697,88.9572827581,52.6568690259,1.0,1.0,TP
756.0,16.1338825,258.3663635,0.0042855720930232,-0.0035130046511627,0.0015513965116279,88.4911693862,52.6002869204,1.0,1.0,TP
806.0,20.6834126,42.3162231,0.0042855720930232,-0.0035130046511627,0.0015513965116279,88.522944468,52.5945240151,1.0,1.0,TP
684.0,8.0010433,258.0238647,0.0040377220930232,-0.0034501313953488,0.0014383662790697,88.8913229046,52.6230932976,1.0,1.0,TP
669.0,6.6963468,297.4744263,0.0042855720930232,-0.0035130046511627,0.0015513965116279,88.48414071489998,52.5723462447,1.0,1.0,TP
1016.0,2.3859441,53.1301003,0.0042855720930232,-0.0035130046511627,0.0015513965116279,88.6157134987,52.5859891576,1.0,0.0,FN
